"seed1" "seed2"
50498.4318744391 2885.14900021255
3233.19938033819 -98985.8718588948
-34679.6210855246 2434.87376719713
57834.3892004341 62619.7218894958
43340.8221695572 84205.3384520113
4582.41607993841 -96855.4737977684
-64335.7674125582 -99131.7835636437
30253.8908086717 -45864.6093029529
98877.44798325 47710.3248704225
46179.7880940139 45385.4522202164
23951.7150446773 87001.2687519193
-41342.7075371146 53255.3315162659
-65731.5888442099 -29848.0749130249
-47980.4195929319 -51041.8902616948
87140.633771196 -39963.92050758
-6072.84042052925 -78793.5987580568
22230.8565396816 49158.2147311419
97501.9426550716 47932.067560032
-3215.09600616992 -49749.4627255946
5253.06868366897 39196.5593677014
37320.3641735017 58578.6838550121
-1501.36253796518 -89991.9784627855
63749.9992270023 -27777.340868488
-17053.1288255006 68759.5129944384
58741.6837923229 59633.9515876025
-77726.7610654235 -87377.07529217
37342.7682090551 -66547.5220885128
96463.2905554026 49902.7578625828
12002.0189322531 -74731.4603067935
85407.9114738852 -52870.9702193737
-24447.4164675921 -28845.4348687083
-47858.5320524871 9776.52352303267
20066.8019242585 7563.42536769807
85335.6942534447 69006.2055364251
-88481.2045842409 -49500.1654140651
62755.9904940426 -81638.7740429491
53526.610834524 45381.0007777065
54765.5441332608 -79225.4702653736
3377.15139612556 35584.7517028451
98893.7509246171 -66773.220570758
-13519.4858070463 -44268.961623311
18900.573765859 -57968.3156684041
-95507.7540595084 -24460.7198052108
-82954.4590320438 -44428.4367375076
34865.3296474367 20344.9620865285
-87320.8585195243 90484.2086136341
-88441.2113111466 -45140.9608125687
-37632.5238030404 -19536.7259904742
-23293.0803205818 -15964.7220280021
58382.6056681573 59946.4578554034
-94775.918032974 15755.8322884142
2737.14596405625 -20040.8868957311
-73029.6541471034 -87641.6828949004
-19384.9724717438 -74772.8026006371
-38888.7045439333 -17940.9460630268
9740.67561328411 -31882.0987828076
68334.7546495497 -73898.7441174686
41524.4690142572 80140.8181432635
-52130.2361041307 72322.8581715375
-28446.8029160053 3679.96972054243
80002.3718271405 30292.943213135
-85402.9646608979 68895.8975020796
-95662.6117229462 20329.8386186361
-59370.7081861794 -46734.938537702
-43048.8441605121 -86014.7839412093
-67817.4484521151 95690.5611325055
-43040.3200909495 15303.6526869982
2243.95054392517 15551.5001621097
-88081.2263581902 -15331.3314076513
-19888.8351209462 -3692.21987202764
-35353.8795839995 29166.7951270938
-94090.9363329411 90974.6642224491
-72915.4671076685 60087.5542964786
63706.8260461092 -39673.5715214163
87083.5544541478 85889.3945813179
7088.07799965143 383.321987465024
71075.1232691109 -31629.9106460065
87441.8131075799 37186.9980357587
-88647.1072677523 -47756.9149341434
-41610.0220289081 -71746.3958542794
6295.97660154104 -13059.5405120403
85543.8343714923 30619.5255368948
62470.2884815633 66854.1891034693
15061.8200190365 -18525.4232957959
-91902.9631651938 8421.90110124648
80982.3081828654 -86208.2255072892
-23438.8297889382 -10938.8406854123
-33108.8189966977 59617.5484824926
66886.2161226571 84736.4827059209
-48653.7211574614 -22157.4087627232
-10694.9229259044 -67428.0544277281
-643.859570845962 97249.8929128051
84798.9895846695 -98258.7664853781
92981.0089059174 -67083.7535988539
36021.3377978653 37451.006565243
-87585.0871670991 -76400.7909223437
-84265.4775828123 -32400.5266651511
-25984.7807232291 47515.2538158
-44758.64674896 -47032.0099499077
-22546.7395503074 4408.52507017553
-48.5019758343697 3255.99405914545
87376.5998985618 17285.1250041276
94031.1930142343 -56957.7507209033
-26801.7085269094 47904.3456260115
35591.3354549557 -32522.4285013974
11896.9244416803 49199.7684817761
-9972.3151884973 -67173.9483717829
-28011.2599954009 -95631.4673181623
99902.9061291367 30982.118844986
-44331.2935996801 -87972.7581050247
4299.12731051445 -88704.3811846524
-17926.2390360236 -69596.0833225399
97721.5718943626 57526.2001249939
35260.640643537 -56778.5088438541
-7932.53481388092 96129.7790985554
-26180.135179311 -5816.01290032268
-64269.7157338262 81033.456325531
25936.5483187139 -65886.9183156639
-14480.2681636065 86586.7668297142
85568.3890171349 -11927.9142934829
64187.5038389117 91721.2249245495
-15981.4856480807 88073.1061566621
-20502.1700356156 -99677.6673942804
63721.2329544127 -87796.8486398458
-57558.9907821268 10801.8501196057
-57378.8406327367 -17132.0721972734
39719.5940371603 81385.8047127724
-65790.3171610087 55813.373811543
-20569.0337345004 -54403.4536462277
36572.2526330501 -1806.39023892581
33687.7094581723 13941.1733485758
3519.79392580688 90689.0051905066
273.561384528875 48001.8727015704
63902.4971518666 -16970.0630009174
-99221.9455074519 -36136.2273804843
34495.2692743391 -40355.2118688822
28492.4211911857 99641.7274232954
-64026.9361902028 -82530.2171520889
49950.382206589 -94043.0726855993
-75457.4518185109 82575.6250880659
-55165.91030173 46374.7609872371
-78998.4968025237 -89693.0093411356
-16182.2949536145 -89330.4245080799
50915.3394959867 -89178.4791368991
55853.1113900244 -27510.9066162258
23920.9682680666 -30525.7646832615
-68452.2396884859 37427.3446388543
-70977.1383088082 34832.8853491694
91046.4318469167 86252.6647746563
-18388.7000661343 -45672.1237394959
80910.9697584063 -79278.8777966052
-53575.364779681 31046.2883207947
87298.713857308 41657.7117517591
35968.7631949782 96027.5228600949
40549.6166087687 -60122.7202452719
76930.1709719002 70979.3461952358
-69588.4888060391 14990.6975217164
-32766.4002310485 2781.02527372539
31473.8638699055 79249.9722912908
-2251.09034217894 -22600.6284356117
-94117.3386294395 -56649.9957349151
49407.8900199383 99151.0299965739
8343.34548562765 98252.05267407
-6133.98291170597 -73409.8108951002
47840.1323780417 21843.3767091483
33444.0633188933 89827.6459891349
42963.5807406157 -27120.0339309871
98791.5782723576 14842.4686864018
-49646.237725392 -23023.6656498164
70102.6743743569 -27351.2055631727
75450.7664125413 -53111.334471032
21719.8081780225 85482.0478707552
-1545.14727182686 18233.8267099112
79182.4266314507 36316.5135029703
2961.00261621177 91799.1906404495
32097.5813083351 21831.3585035503
80274.8177666217 96158.8308680803
84338.035620749 59264.68600519
46507.9076588154 -25100.7157377899
-98746.1388576776 -2156.3567686826
-77136.0523998737 -37999.9196156859
-39590.8784586936 -69882.7270418406
-1235.72680167854 -71948.3222346753
1879.56872396171 76071.4252479374
70908.859372139 -41123.2988350093
27021.4336458594 -18986.1687365919
8683.63627232611 -20919.264247641
3163.1919555366 19616.4440363646
70339.8042824119 65353.7406586111
-47636.4112924784 -25543.017918244
83719.6210864931 82699.0373898298
-85595.1640754938 -43100.798362866
-75676.9097875804 74643.5688342899
-49663.0791109055 68228.3744215965
-98142.2850862145 80217.2964904457
79178.5035282373 66052.8227221221
29543.5135718435 -35183.6147718132
81207.314459607 -83436.7041941732
-89994.2327290773 -39684.3689028174
-44588.876189664 75343.3970268816
11930.423323065 3439.13123942912
-22372.4281415343 -80889.0207204968
11239.0366382897 36940.3342716396
1615.38021638989 52661.0703207552
-2809.04974788427 -20467.2009684145
-99383.6167268455 -96852.3958232254
82229.3296456337 83563.2160305977
-71175.8932098746 -16678.6203626543
-77295.4015061259 -21316.7768437415
45071.8542095274 42451.5238031745
86047.0611136407 58757.3782075197
-65449.7799929231 60574.0047991276
2211.11681312323 23953.3565938473
16599.4630660862 -65929.5057877898
84092.7449520677 -1841.48629195988
-87004.4726878405 53070.9183774889
-80268.5708738863 3393.76158080995
-70442.9770819843 87797.0871981233
44225.9415984154 -32127.1336171776
-32218.3020878583 57346.9720780849
-51642.5895970315 68376.6475878656
-28361.0139973462 11114.5977396518
59416.8124720454 51776.3172741979
-12601.572368294 -44254.4503603131
-67765.9991197288 -29152.5589302182
-69304.0234502405 49181.1282467097
-65593.586396426 -97709.9543437362
-82122.0197249204 -70284.3103557825
-11958.2157582045 -28759.5190107822
54364.1539756209 -32259.5706675202
-69978.1947769225 -95083.273248747
34329.0302436799 51110.7423808426
15316.0206973553 -57466.8622110039
-31830.7836540043 -97529.9234967679
-94098.6091271043 -53250.244166702
-52380.5856239051 92291.2334557623
-60149.6583316475 73541.5815375745
-2594.28210556507 -39253.5372171551
30016.6235305369 -6806.66826665401
71200.4153057933 -31682.4989859015
-89961.6411421448 -18880.9409271926
53481.1968449503 -64495.7641605288
-18749.9084509909 -10476.1502705514
38583.9846916497 -9829.99298721552
-69081.3153982162 -73026.0481126606
-57748.7497590482 -35414.0865150839
-37573.3362976462 -28148.4161969274
33398.2911892235 -64963.5644629598
26214.5527638495 -19777.7377441525
-13283.084705472 -47461.9125016034
19128.1348001212 96093.0250585079
90052.5064673275 37794.7170753032
-85248.484974727 38259.1210771352
75319.8190126568 -85553.6968912929
-26452.6939950883 -85287.5223848969
37055.7541958988 -3225.9781844914
87644.5378176868 -26438.2677618414
48759.0558361262 70660.2194812149
-89601.133344695 53830.9897761792
9302.83237248659 -25397.068541497
53416.8990328908 41778.4279678017
61128.3204518259 22543.5967091471
-51875.1950003207 75465.252250433
-54423.7713795155 39837.8554731607
75191.948376596 -23077.7632445097
33091.2089440972 -29093.3230426162
-97335.1976834238 -60995.166702196
-94375.4164502025 33333.966229111
-63685.6539640576 -50836.1323270947
78500.8523613214 72018.7273342162
-77343.0394008756 17397.5978046656
-64463.2219802588 71774.759888649
-56072.5197661668 54245.8685580641
-79960.793023929 -8373.27041663229
-99092.6211699843 57577.2692449391
-182.310026139021 63247.1214979887
77547.2898967564 45345.8304982632
-57883.6075495929 68144.0398097038
43432.1857057512 -5023.8523632288
9681.12093396485 63517.9774370044
-86478.549381718 3909.29151326418
-21870.0545839965 -55669.8782369494
8408.93723070621 -18363.9041613787
66786.8997901678 -6606.40830174088
-49870.0681142509 36276.2184347957
30811.7857202888 -2055.8905787766
94676.5393018723 33134.4190984964
-88891.5038667619 74642.2206517309
67795.8530373871 -96146.7755492777
-12343.7710106373 -39110.5363611132
60180.8267179877 -90589.9717472494
-57264.9023029953 -1632.75585509837
37375.0391416252 -68529.4065158814
15647.5045718253 -48300.828365609
-63983.5639856756 -58568.3242883533
97913.3766144514 -40200.2250310034
93830.1170244813 46291.4743926376
-23034.146334976 -15913.4024754167
85056.463489309 96183.1982247531
-97239.0587907284 -13924.6278442442
-83318.1402180344 -16165.1686765254
-54686.3643918186 9846.78114764392
-86815.6884331256 57429.9192521721
-36625.8267778903 -60140.073671937
-620.667217299342 18351.0322123766
76699.3341967463 -16876.1512264609
24000.7371176034 -74828.6623507738
4419.4636400789 35005.5885501206
48302.0375948399 28478.9033234119
55073.0589777231 -63118.3325313032
52696.1289811879 1322.2158420831
9864.63618464768 -33529.676636681
4703.91688868403 77879.4518206269
20173.2923742384 30992.2595974058
-77431.0634005815 75527.9240198433
-14513.9813888818 -11285.2615769953
-52447.639638558 -95688.0176905543
-81157.7199492604 -47048.577805981
13088.0453623831 -33483.1524640322
-26780.2298069 4281.16978146136
70860.2495957166 -25758.0996025354
78695.3703034669 -46246.1686227471
19192.9340362549 -75827.8318215162
95889.9833727628 39114.9969771504
53116.828808561 -27435.1673666388
39983.892114833 -91946.9819869846
34011.6816572845 6650.21608583629
86737.9924282432 52199.5445713401
69736.5820407867 -96099.4119290262
-60562.313022092 87119.030719623
10704.6111952513 92602.9043737799
75395.9176130593 -27561.6820435971
36865.4031306505 -76584.1329935938
-69887.1246539056 9380.3059309721
-95844.3026524037 20085.968868807
98993.8583225012 -88344.7974920273
-3513.97888734937 -36410.106997937
32955.8168072253 -55489.9437818676
96459.3795593828 38240.8318575472
-21024.1702850908 3394.52256448567
-13495.2595923096 -38769.7349302471
51666.9142991304 -5643.65773461759
-77441.2205908448 24969.7242863476
24008.2276985049 -3043.41153241694
86709.2085536569 67405.2743706852
55444.6709342301 97279.9628507346
-52225.7116157562 -97328.9052955806
29447.3722111434 -63191.1106407642
36199.8416017741 73740.2562517673
-57735.7752714306 -36905.1797315478
-62808.9003730565 56105.6755017489
-13832.0096302778 -75920.4854257405
-57924.1911415011 74965.3487466276
-74204.8548534513 -63252.6150438935
11923.7921666354 72777.3572783917
94306.1534781009 11395.118618384
-48736.4506814629 -38489.8589923978
-32229.7163307667 5648.01320433617
-53914.3145084381 27425.6732780486
-5331.90537244081 -22139.1981001943
-51096.3618755341 -14435.4064017534
-71387.7265807241 -85686.8233997375
21584.2729900032 -6313.60490806401
-36768.0469527841 29397.5745793432
54776.3442154974 96384.7427163273
62867.6341380924 90412.8226451576
91086.522815749 -96023.9404812455
-35772.2274027765 -78526.9820597023
21602.7360409498 -88138.1835322827
-11382.7596884221 -18115.0090415031
-16348.519641906 -50075.0299543142
-98051.7359916121 12471.924116835
-24629.1161049157 -76013.543503359
-39715.8375941217 31901.2372754514
-82087.7189282328 46725.7173731923
9754.20423783362 -26969.9128810316
60926.5337698162 59382.5663439929
-41045.5370787531 -90378.036396578
54428.1481765211 -38807.7988754958
15945.2488645911 -7435.38117967546
-12122.8105854243 80963.7903235853
39471.4653491974 -35350.4305239767
94937.6381468028 27560.1007509977
33172.3851151764 16218.9547903836
42013.6473141611 -51312.3228214681
-46017.1821061522 40716.8535515666
-45826.968876645 -21668.8806656748
-5586.69525198638 37342.0469462872
73390.3628308326 -63160.3063549846
-92403.0649475753 -5490.87049439549
-7911.83295659721 -74168.439488858
-75676.1222146451 29923.5083162785
-83691.2071332335 -66743.5596697032
56972.2465239465 72939.4560214132
78152.3905228823 19510.8862128109
37295.7086656243 63601.8779594451
-30453.1322326511 61542.9035387933
55493.0064827204 -77853.4833341837
90566.4675869048 -95967.1869874001
-71572.7323666215 -13237.257534638
9613.77485655248 26869.5326056331
-33224.9209750444 20286.4160295576
81210.6652650982 38099.1983693093
-81843.0587183684 64000.8044894785
10966.0669695586 -92644.3110685796
33177.7669955045 -59369.612718001
-6312.29095160961 21549.2484159768
47513.7970875949 -49160.5116985738
-85109.832091257 -16823.8488025963
61895.3749537468 -15581.9706618786
-41194.8352120817 -85433.2158807665
73456.0020733625 -76982.6378673315
-99140.2801126242 46376.8420275301
-4583.0718241632 24654.7877788544
-2001.33062899113 -33418.0313628167
-46973.2210505754 62010.3365276009
42747.2006995231 -52605.0281710923
-34191.6286852211 -63964.4488692284
-17443.8925925642 -19290.8874247223
-4928.36209014058 -4761.24132983387
14008.5351653397 68171.0395962
22534.1457873583 -39030.4795466363
64118.4703446925 60183.2570973784
99448.2475332916 -90914.3448807299
27071.646368131 85900.4945959896
-17784.2097356915 55880.244448781
-26047.4636685103 28802.5943562388
55239.8834377527 78608.5307598114
-90663.1620135158 -23966.0134539008
86954.7044392675 30236.7540542036
41923.3825989068 -45886.385301128
4239.39470201731 28394.4918774068
-63883.2966331393 -70815.4695574194
78983.4870491177 67241.1797568202
-96020.6779185683 -58695.038408041
33750.4514493048 -14335.9513487667
75009.2414207757 15910.8929801732
-73613.5558690876 -86901.6273412853
31527.7982037514 -42388.1415277719
-69140.7297272235 -34954.4154945761
-26531.8572055548 73787.8532148898
-12008.8520459831 43516.0709545016
78095.3560955822 -40723.5778402537
436.763651669025 -8915.83170741796
-87696.2827052921 -40576.3139948249
-91358.515014872 8973.54776971042
-51945.0169522315 -62409.2584941536
70013.5047081858 -40798.5341735184
-12550.5433417857 -1013.86937312782
-49933.063890785 -21588.8687875122
92735.6665953994 12825.5481831729
93527.6495758444 46543.6060912907
-92568.1177061051 21458.0425992608
68785.2047849447 -88103.1001452357
69913.5790579021 69361.1744791269
30230.4689772427 15583.755588159
-77737.4390978366 43816.8129418045
87093.0288452655 -20531.2830861658
-75465.7078534365 84127.8195381165
31341.920979321 -58298.024488613
31629.2883828282 -99980.8491673321
-13238.7469056994 -68686.3647773862
57903.9063304663 47810.5065878481
-35691.7566619813 16658.6916428059
15366.598777473 -11077.6037443429
-10128.4134201705 -60405.843006447
1001.14587694407 82779.5279212296
-11926.4819659293 -96196.8176532537
12958.9506890625 66608.6872108281
-2103.35967130959 72353.0706949532
89069.6858521551 -75902.4053346366
-74649.0084100515 -13254.1954051703
-76649.767998606 66407.698392868
28175.3438059241 -63605.955382809
-31097.1594881266 -83821.0734073073
28537.1323581785 22986.8201073259
89032.2030987591 34802.8820473701
77026.2857433408 82318.4994515032
46502.7535334229 -12730.2936278284
-33383.1400144845 51296.5521309525
-3651.74505859613 78520.1251041144
2396.36702463031 42000.7476117462
-64936.5266319364 92697.3284687847
79268.2461906224 91562.6105386764
75568.4957839549 -79194.3506803364
-67575.009027496 -25476.5796940774
21716.0220257938 56878.3407099545
95492.7939455956 -95854.2987704277
-7922.42945171893 26816.4633307606
50565.4058884829 -22177.1049313247
-92563.0399491638 14613.1328772753
-29736.9375359267 71717.0172836632
-15892.6775678992 -33341.5721543133
53367.3922531307 -92412.8335434943
6999.08253736794 37472.9830771685
-26846.6761335731 -60164.7026836872
87805.1627893001 72798.7312246114
-31929.242098704 68976.1018846184
-78456.4808476716 68235.0630871952
-5560.0019171834 43387.4334674329
1049.52831752598 34573.2621848583
-91131.2121897936 -78753.8742180914
-70606.50982894 28690.5706394464
-37069.4071054459 -67951.4663759619
96135.3092454374 96350.0726036727
65717.2525767237 -83910.0370183587
-14686.3850299269 61809.7339291126
-59633.0629196018 85613.7847527862
8559.92427095771 -78613.3874673396
-95016.1874294281 60988.2779885083
-16331.2414195389 -60180.791048333
30331.7947778851 17315.1094466448
87531.6607765853 -78357.8549511731
-37337.3801354319 -71220.4823736101
92374.1302918643 49330.5929470807
-27642.0949026942 81830.0469312817
-17996.7699106783 10957.9327516258
90054.7449477017 13044.7092000395
21498.9323168993 81146.4959289879
29063.5148528963 -45764.0285138041
-97673.7381424755 -43247.1407111734
-13222.0023311675 21681.8059328943
-35962.95947209 -26475.2361457795
14351.5840638429 26367.8260147572
58206.994831562 -83466.3508459926
22343.573346734 23744.3971913308
69280.1794968545 -3566.14124029875
43609.8536476493 -94638.869445771
83844.2063890398 40076.1420372874
63885.3308744729 40702.7533277869
-2014.68351297081 -22737.3445406556
-33829.7923561186 -9509.69862751663
-86802.9538076371 12713.2352907211
41127.301659435 -2878.71472537518
57042.9650601 -76417.919062078
87012.7100031823 40457.5968161225
94045.4191993922 -62942.7421372384
10818.1288000196 -31496.1374737322
-67086.2988103181 78741.3263227791
32444.0367985517 55187.0240829885
76012.7005632967 -40571.7196408659
-34163.8805810362 -2943.96677054465
-39372.3960500211 31031.5284878016
-87812.8671087325 -50971.3581763208
-62869.1450227052 -57721.0181858391
-8740.70087447762 2641.72689057887
-29282.6905846596 -23872.0527850091
-30464.9671539664 -48424.8406719416
-49351.9961368293 -82060.1268205792
32423.0261147022 -49387.6001331955
54300.5319312215 61820.1361969113
-86251.8850713968 -44937.0745569468
-26440.2383007109 43931.7406155169
-82396.5791147202 -41118.7686026096
-16932.8909832984 47600.8009631187
-55020.2967133373 29276.8579442054
91358.1711240113 -30238.735768944
86610.8906455338 5014.24721442163
-60768.7522657216 24745.732685551
-60073.7179629505 -72623.5995069146
-60724.0074779838 94463.4391460568
-73345.0304716825 -9266.76578819752
66326.4124654233 -55529.1465017945
-68870.3604973853 150.925852358341
-69413.9566272497 -13789.7001579404
78570.4317502677 50113.9911822975
-8603.60320657492 31757.8138317913
86491.7140919715 -77456.8860419095
-59224.8617205769 -88057.8541196883
-72747.0714133233 58860.1929135621
87972.1428267658 7426.6548268497
-26137.0976921171 -77359.6777580678
-3704.18941602111 46110.3049572557
-83103.9619166404 -39596.7431832105
-31966.4690177888 80972.9324188083
-93641.1451082677 94998.8423846662
-651.084585115314 60644.0505478531
-31956.0198578984 -90814.1785766929
-69053.9471339434 27395.6504184753
-21935.4821369052 70927.7751389891
-69643.5330435634 32758.9483000338
35264.7663559765 70367.9917845875
-87420.7383021712 -82361.791562289
-98304.9466274679 83888.3342687041
-77087.138267234 -92916.4390545338
-60974.3125271052 -55996.1203020066
-90338.8591017574 23653.2881855965
-56474.9348908663 -74944.3804845214
-29568.4640295804 -80849.7724123299
-75384.8111722618 46736.524766311
-81344.0881669521 88315.3549861163
59587.4473452568 -21502.0821429789
80193.7983371317 -86205.2737735212
58179.5920152217 57918.3475114405
33513.1948813796 -98576.029157266
42782.422946766 76222.5601356477
69927.1475430578 -99607.7814605087
-87627.7865376323 -26433.3181083202
89885.9964683652 14164.2040573061
61933.9543394744 81092.1857599169
-29870.9337133914 27231.5265610814
24201.4163173735 -52030.3217694163
98596.3944345713 -82430.4484762251
32604.7222595662 -78326.3619523495
19650.660129264 -98881.1443094164
66742.6644358784 69207.2005011141
82694.4238040596 -60914.6244358271
-55910.5708729476 -83850.5095336586
81580.6088037789 22121.9422761351
60785.5481095612 9273.223252967
-9005.99239394069 -58153.918152675
-64754.7914646566 -68368.717469275
-93939.4214190543 91903.5362545401
-38813.7679547071 80856.6488791257
72021.267330274 -86828.2597046345
27703.1711768359 -71952.8755638748
-52974.4987841696 -61518.2319190353
-46391.1401573569 -45780.0426986068
332.173286005855 46390.8379431814
3623.94945695996 96290.7021865249
53513.2271703333 -43619.3737201393
-40632.3224771768 -9777.95873768628
13980.5807266384 -21739.1604557633
88300.0045549124 -46248.335018754
-1906.77829086781 58698.3513087034
69879.1460134089 95637.4745815992
15327.4794109166 -23023.8081421703
69991.9631704688 39523.2844632119
55681.4948096871 21094.8695894331
15461.1372388899 -40404.5997187495
-43045.7004345953 51149.0197852254
62157.3882177472 1013.30704055727
-50549.2297001183 75145.1401505619
-56394.5853617042 -19930.576113984
-76345.4615138471 -24296.9560436904
-19213.0336072296 94389.3208634108
46884.431457147 -54170.4077273607
-44234.9562421441 85068.8911043108
-52875.9767301381 -37485.8816154301
-27328.8404103369 2905.44186718762
-80173.6268214881 48789.1970667988
-62552.3632857949 41365.5360229313
1340.54687805474 21437.854366377
31429.9704972655 -65902.2521693259
-38884.3623921275 -60163.6756677181
12266.9191565365 -27242.5871808082
-77931.1594553292 -19764.5159438252
38061.4895373583 15693.4931874275
99370.5285247415 -30563.6561475694
-8922.68707975745 39387.0573956519
-62640.8692449331 -31354.9722544849
-73028.2481759787 -75318.0799074471
-67080.6644950062 68061.5758523345
-83293.011598289 -229.811621829867
-36796.0643954575 62093.8177686185
40339.868562296 98516.2138007581
56685.2527204901 88054.9794528633
-42037.6476366073 -18385.3027410805
17328.1327821314 50014.5533122122
81394.9815928936 -10390.7852433622
-30471.5958423913 87324.3952635676
94908.0957099795 -87688.9226492494
88797.8599406779 42305.1736317575
15869.0939191729 -61346.7816729099
-17967.7796550095 92085.8477707952
-60736.9943056256 7907.10160508752
98161.0144022852 14644.1376302391
13547.9498654604 -80868.3541603386
68825.8758746088 -35165.0571450591
15442.9872520268 87117.2905433923
85536.1512862146 -49509.0500917286
-78964.8754987866 -64991.2111461163
-23830.3516060114 -51593.0695459247
21028.2057523727 -31112.555321306
-75731.0018409044 -59051.5073388815
-40364.1923330724 58713.7135211378
99769.8704246432 84188.3254237473
-75781.7613892257 -78768.9491640776
45428.2016959041 89779.1624069214
-61486.7156371474 96413.9514602721
93241.9295422733 -79724.8136252165
47479.0332838893 17760.7241552323
43471.7970900238 85592.5856158137
-74254.4804234058 -34739.2505500466
-55019.6268130094 -93442.9918881506
91289.1897372901 54089.4486475736
11181.3121940941 -41372.4986836314
16309.3021605164 -95733.4261853248
6389.94872570038 -98479.4630669057
89107.3109116405 94331.0329690576
-10123.2865359634 42165.0764066726
-75580.8327812701 -32529.9976859242
-64536.4067517221 -42278.5286325961
97885.3401727974 -65008.5095316172
-77842.2714676708 5208.20831879973
-5140.6579092145 4415.98547622561
7021.88047580421 -92683.0928772688
-75261.7804333568 -97591.4316251874
99841.0612344742 20585.2617509663
-90164.2344426364 79608.1917360425
-58754.4817011803 2254.88715805113
-75475.5541682243 98088.6061210185
-81519.9839882553 80197.8886127472
78981.3890587538 -7680.93531951308
4692.89566390216 66645.2458128333
70083.9732307941 -91696.497425437
23868.0918235332 -95896.0387390107
73401.3892710209 -66797.6531200111
80843.0821169168 80071.743670851
-37703.6510035396 30876.7281472683
-24861.1130286008 -174.296414479613
11664.9024188519 -75954.1401639581
11980.2462868392 85140.5043620616
74910.0040178746 -95943.3387499303
74092.6017519087 28981.5525058657
-13248.3184803277 -26150.2989102155
47469.6154240519 69708.9201770723
-76110.8750943094 45989.5711857826
-49263.0871012807 27598.6318010837
-60126.6318932176 8394.20813135803
-70625.663548708 -38097.269507125
64580.4622210562 73296.7268209904
-76172.4384035915 -33689.725631848
7555.51806651056 -3159.77595746517
-60503.8951151073 -30032.690661028
59560.0203145295 55897.5001331419
-92855.9762891382 7429.09256368876
51805.4116517305 -47354.3524276465
81623.1084056199 -61764.8389190435
-69510.0559387356 69136.6715356708
-35921.3655348867 -43897.1746712923
-10695.027699694 -43922.3890192807
-13440.1806164533 93821.9929579645
21037.3820737004 28804.3756503612
36618.9704276621 76948.9181227982
-55220.4135339707 68816.0899560899
26011.1760348082 -49670.7127429545
-51825.8112482727 51486.8329744786
19432.817120105 -37522.8025019169
-25684.9689874798 4327.01734825969
-89216.1046620458 -89036.5544240922
-19872.1895460039 -96428.4677989781
-75995.2232241631 -40302.5897219777
-99439.440947026 -87929.4936545193
16244.810493663 -99051.238456741
33630.3932126611 -33982.1015950292
92295.0783278793 76025.4794266075
-2458.99837464094 -24391.7058687657
69.3727750331163 -51922.0335874707
57728.6763116717 -20749.2445129901
70997.1390198916 -22724.8855400831
-56103.2264493406 96290.0110054761
21551.1373709887 -66676.317108795
-41927.1226972342 28553.1709901989
-94963.6337347329 37448.0771832168
55025.1419190317 -83975.3553736955
34761.5343518555 -7316.20555743575
-89167.0188400894 82554.3901417404
-81351.522076875 84524.6992539614
-18452.0558919758 23948.6074075103
-37702.313484624 690.529262647033
51758.3991866559 -31880.1818415523
-92788.0223840475 9648.4012901783
-59139.0142217278 -62841.8357111514
82633.6750295013 99930.2598182112
-80766.2873528898 70680.7674840093
18480.5111493915 -2059.18098799884
